Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,2,188,0.0,0.079,0.0,0.4,May,2,4,1,3,Returning_Visitor,False,False
2,62.39746223,0,0.0,81,1642,0.0123,0.017,3.9,0.0,Mar,1,1,6,2,Returning_Visitor,False,True
3,68.74310047,0,0.0,12,154,0.0,0.019,0.0,0.0,Oct,4,1,3,2,New_Visitor,False,False
4,96.79303635,0,0.0,9,151,0.0404,0.068,0.0,0.0,Nov,3,2,3,8,New_Visitor,False,False
0,0.0,0,0.0,5,184,0.0,0.05,0.0,0.0,Nov,1,1,3,1,Returning_Visitor,True,False
7,122.36726533,0,0.0,37,601,0.0071,0.039,27.1,0.0,Mar,3,2,1,2,Returning_Visitor,True,True
13,181.17613974,0,0.0,48,2131,0.0017,0.022,4.8,0.0,May,3,2,1,11,Returning_Visitor,False,False
9,113.41841241,1,38.32975475,44,4302,0.008,0.043,0.0,0.0,Mar,4,2,2,10,Returning_Visitor,False,False
17,242.98361803,0,0.0,277,22741,0.0036,0.01,0.1,0.6,May,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,15,149,0.0416,0.08,0.0,0.0,Jul,1,1,3,20,Returning_Visitor,False,False
0,0.0,0,0.0,22,862,0.0,0.006,0.0,0.0,Nov,2,4,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,65,1302,0.0136,0.024,0.0,0.8,May,4,1,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,14,892,0.0047,0.013,37.3,0.6,May,1,1,1,4,Returning_Visitor,False,True
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,True,False
1,5.22669038,1,30.37446718,34,2736,0.0,0.004,16.8,0.0,May,2,2,3,2,Returning_Visitor,False,False
13,560.55885724,1,545.847892,218,4237,0.0046,0.017,3.8,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,93,0.0,0.067,0.0,0.4,Feb,1,1,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,3,98,0.0,0.017,0.0,0.0,Aug,2,2,2,5,Returning_Visitor,False,False
0,0.0,0,0.0,23,237,0.0368,0.067,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
1,25.28245568,0,0.0,30,1420,0.0,0.019,0.0,0.0,Nov,2,4,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,32,1029,0.0,0.034,0.0,1.0,May,1,1,2,2,Returning_Visitor,True,False
0,0.0,0,0.0,6,289,0.0,0.08,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
3,249.15503549,0,0.0,57,2609,0.0026,0.013,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
2,149.49893873,0,0.0,40,976,0.0,0.006,231.6,0.0,May,3,2,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,7,378,0.0315,0.079,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,False
1,0.0,0,0.0,21,751,0.01,0.018,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
5,144.12832811,0,0.0,25,2342,0.0,0.025,0.0,0.0,Sep,3,2,4,5,Returning_Visitor,False,False
1,66.96642003,0,0.0,62,1691,0.0026,0.02,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,16,1130,0.0245,0.058,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,False,False
3,86.00991553,1,1.1917152,27,611,0.0,0.001,0.0,0.0,May,2,2,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,30,474,0.0095,0.027,0.0,0.2,May,2,4,1,3,Returning_Visitor,False,False
24,248.37304226,2,86.7087785,48,1220,0.0,0.005,0.0,0.0,May,4,2,6,4,Returning_Visitor,True,False
22,233.92195732,1,10.16982823,114,2657,0.0026,0.016,27.4,0.0,Nov,4,1,1,8,Returning_Visitor,False,True
0,0.0,0,0.0,2,189,0.0,0.1,0.0,0.0,Aug,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,9,138,0.0,0.031,0.0,0.4,May,2,4,2,2,Returning_Visitor,False,False
2,113.3584708,0,0.0,11,345,0.0167,0.017,0.0,0.0,Mar,3,2,8,1,Returning_Visitor,False,False
23,556.13940413,8,184.12272918,72,4222,0.0136,0.031,10.1,0.0,May,1,1,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,11,432,0.0,0.021,0.0,0.0,Sep,2,2,8,13,Returning_Visitor,False,False
20,304.65406113,9,160.68821841,50,1542,0.0123,0.022,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,True,False
2,45.3410398,0,0.0,43,890,0.0,0.037,0.0,0.0,Sep,3,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,22,1810,0.0092,0.039,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,False,False
10,482.32391709,4,80.72998866,187,4647,0.0,0.007,27.9,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,44,2963,0.0134,0.033,0.0,0.0,May,2,2,1,4,Returning_Visitor,True,False
0,0.0,0,0.0,6,145,0.0,0.033,0.0,0.8,May,4,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,3,66,0.0,0.067,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,True,False
1,0.0,1,872.48152492,7,311,0.0,0.042,0.0,0.0,Dec,2,6,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,146,0.0,0.05,0.0,0.0,Mar,2,4,2,8,Returning_Visitor,True,False
2,6.2470397,0,0.0,3,811,0.0,0.019,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,34,700,0.0167,0.039,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,June,3,2,4,1,Returning_Visitor,True,False
4,86.1299934,0,0.0,25,375,0.0,0.004,0.0,0.0,Sep,1,1,7,4,New_Visitor,False,False
0,0.0,0,0.0,13,242,0.0,0.029,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
20,410.29367343,1,106.09138154,3,159,0.0,0.067,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,25,1009,0.0342,0.045,0.0,0.0,May,2,4,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,17,1370,0.1313,0.141,0.0,0.0,May,3,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,12,741,0.0343,0.053,0.0,0.0,Jul,2,10,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Dec,1,1,8,1,Returning_Visitor,False,False
0,0.0,0,0.0,61,2783,0.0098,0.05,0.0,0.0,Jul,2,2,1,3,Returning_Visitor,False,False
22,601.57197348,3,296.64463442,72,4297,0.0091,0.02,0.0,0.0,Jul,3,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.4,May,1,1,2,6,Returning_Visitor,False,False
9,73.77156015,0,0.0,28,733,0.0008,0.029,0.0,0.0,May,2,2,7,3,Returning_Visitor,False,False
11,249.36835499,4,248.67943884,429,17881,0.0099,0.022,0.5,0.0,Dec,2,2,3,1,Returning_Visitor,False,True
0,0.0,0,0.0,5,59,0.0525,0.071,0.0,0.0,Mar,1,2,6,3,Returning_Visitor,False,False
1,68.51837474,0,0.0,10,277,0.0,0.007,13.4,0.0,Aug,3,2,7,1,Returning_Visitor,False,True
2,189.2761657,2,48.13491214,56,2141,0.0129,0.011,0.0,0.0,Mar,1,1,3,10,Returning_Visitor,False,False
0,0.0,0,0.0,27,1127,0.0182,0.052,0.0,0.8,May,2,2,7,4,Returning_Visitor,False,False
2,68.27519119,3,40.46305142,56,3657,0.0021,0.015,9.7,0.0,Mar,1,1,3,1,Returning_Visitor,False,True
22,503.14744759,2,388.35516712,54,798,0.0072,0.035,1.4,0.0,Jul,2,2,1,4,Returning_Visitor,True,False
8,299.2532348,1,152.11240993,144,4413,0.0089,0.037,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
5,73.78311096,0,0.0,8,289,0.0,0.014,0.0,0.0,Oct,2,2,2,2,Returning_Visitor,False,False
4,98.95350996,0,0.0,28,1132,0.0086,0.027,0.0,0.0,Nov,4,1,4,2,Returning_Visitor,True,True
5,122.69803216,0,0.0,88,3436,0.0077,0.035,0.0,0.2,May,2,5,1,3,Returning_Visitor,False,False
4,772.91364014,0,0.0,11,1126,0.0,0.013,0.0,0.0,May,2,2,6,1,Returning_Visitor,False,False
0,0.0,0,0.0,17,1423,0.0118,0.069,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,False,False
1,54.27100946,0,0.0,73,3545,0.0097,0.014,0.0,0.0,Nov,1,1,3,10,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,May,3,2,7,3,Returning_Visitor,True,False
0,0.0,0,0.0,2,102,0.0,0.1,0.0,0.0,May,3,2,6,1,Returning_Visitor,True,False
0,0.0,0,0.0,19,233,0.0487,0.135,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,15,272,0.0,0.005,0.0,0.0,Mar,1,1,1,2,New_Visitor,False,False
13,242.74202626,5,208.85371243,52,3117,0.0138,0.02,18.6,0.0,Dec,1,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.2,May,2,5,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Nov,1,1,4,10,Returning_Visitor,False,False
0,0.0,0,0.0,26,1404,0.0047,0.036,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,False
3,206.67838497,0,0.0,30,867,0.0044,0.021,2.8,0.0,June,2,2,6,4,Returning_Visitor,False,True
0,0.0,0,0.0,36,773,0.0,0.035,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
2,18.51238415,0,0.0,38,1184,0.0056,0.052,0.0,0.0,Sep,2,10,1,1,Returning_Visitor,True,False
1,62.91143233,0,0.0,38,1165,0.0108,0.026,0.0,0.0,Nov,2,5,2,3,Returning_Visitor,False,True
0,0.0,0,0.0,5,40,0.0407,0.06,0.0,0.0,Dec,2,2,6,2,Returning_Visitor,False,False
22,193.18731094,8,249.60767808,31,776,0.0115,0.032,16.4,0.0,Nov,1,2,1,2,Returning_Visitor,False,False
3,85.88326752,0,0.0,70,2333,0.0036,0.022,5.8,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
5,448.38250333,0,0.0,17,586,0.0461,0.069,3.0,0.0,Aug,1,1,1,3,Returning_Visitor,False,False
6,134.6359348,0,0.0,3,65,0.0,0.033,63.4,0.0,Jul,2,2,7,5,New_Visitor,False,True
0,0.0,1,0.0,1,0,0.2,0.2,0.0,0.0,Mar,8,13,9,20,Other,False,False
0,0.0,0,0.0,4,65,0.1633,0.172,0.0,0.4,May,2,2,9,3,Returning_Visitor,False,False
4,33.39751879,3,162.59057565,66,2944,0.0164,0.035,0.0,0.0,Nov,2,2,2,6,Returning_Visitor,True,False
1,203.35904096,0,0.0,27,794,0.0063,0.016,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,6,1009,0.0,0.021,0.0,0.6,Feb,2,2,1,3,Returning_Visitor,False,False
4,14.38442327,0,0.0,37,1400,0.0079,0.029,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,29,797,0.0589,0.115,0.0,0.0,Dec,1,8,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,16,318,0.0061,0.032,0.0,0.0,Nov,2,4,1,1,Returning_Visitor,False,False
3,19.48146137,0,0.0,21,243,0.0,0.006,0.0,0.0,Aug,3,2,4,2,Returning_Visitor,True,False
0,0.0,0,0.0,3,562,0.0,0.043,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
12,1364.00519602,0,0.0,11,346,0.0093,0.013,0.0,0.0,Feb,3,2,3,19,Returning_Visitor,False,False
0,0.0,0,0.0,2,0,0.2,0.2,0.0,0.0,May,3,2,3,1,Returning_Visitor,True,False
4,120.55346882,0,0.0,36,1256,0.0,0.008,0.0,0.0,May,1,1,3,2,New_Visitor,False,False
0,0.0,0,0.0,5,26,0.0743,0.1,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,False
20,205.61015984,3,319.91529086,148,6452,0.0026,0.009,1.4,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,23,642,0.0045,0.025,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
5,42.32282158,0,0.0,21,629,0.0151,0.017,0.0,0.0,Dec,4,1,1,2,Returning_Visitor,True,False
6,266.12132133,3,736.96995623,40,2175,0.0026,0.032,0.0,0.0,May,2,10,1,2,Returning_Visitor,True,False
6,186.83746261,3,79.13341658,61,4621,0.0056,0.023,0.7,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
3,249.12443901,0,0.0,6,130,0.0,0.017,0.0,0.0,Aug,3,2,1,2,New_Visitor,True,False
0,0.0,0,0.0,5,72,0.0411,0.08,0.0,0.0,Dec,4,1,9,2,Returning_Visitor,True,False
1,0.0,1,0.0,24,189,0.0,0.005,0.0,0.0,Dec,4,2,5,2,New_Visitor,False,False
2,80.56356308,0,0.0,146,8410,0.0032,0.004,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
2,151.3955113,3,32.16847459,97,3207,0.0318,0.049,0.5,0.0,June,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,50,767,0.0,0.005,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,False,False
4,84.11734299,0,0.0,20,722,0.009,0.031,0.0,0.0,Sep,3,2,7,1,Returning_Visitor,False,False
4,15.88800423,0,0.0,58,3891,0.0109,0.025,0.0,0.0,Oct,4,1,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,May,2,5,4,3,New_Visitor,False,False
4,40.70273961,1,571.53139441,50,3185,0.0,0.006,0.0,0.0,May,2,2,3,2,Returning_Visitor,True,False
0,0.0,3,310.15891961,13,972,0.0,0.019,0.0,0.0,Nov,2,4,3,2,Returning_Visitor,True,False
10,317.65777035,0,0.0,49,3395,0.0089,0.038,1.4,0.0,Jul,1,1,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,0,0.2,0.2,0.0,0.6,May,3,3,2,3,Returning_Visitor,False,False
0,0.0,1,9.79064634,33,808,0.0,0.005,0.0,0.0,Nov,2,2,1,2,Other,True,False
0,0.0,0,0.0,31,911,0.0101,0.038,0.0,0.0,May,2,5,4,4,Returning_Visitor,False,False
8,129.77214904,0,0.0,29,367,0.0264,0.04,0.0,0.6,May,3,2,2,1,Returning_Visitor,False,False
23,647.70272754,6,226.26152391,96,3577,0.0,0.007,19.7,0.0,Nov,2,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,7,102,0.0,0.05,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
5,113.76360765,0,0.0,61,1862,0.0,0.004,0.0,0.0,Dec,3,2,2,10,Returning_Visitor,True,False
0,0.0,0,0.0,3,143,0.0,0.05,0.0,0.6,May,2,4,6,3,Returning_Visitor,False,False
3,103.78155512,6,303.62276212,24,818,0.0079,0.041,0.0,0.0,June,2,2,1,1,Returning_Visitor,False,False
13,306.12824193,6,606.12318524,116,4418,0.0109,0.024,3.7,0.0,Nov,2,4,2,2,Returning_Visitor,False,False
3,108.50594348,0,0.0,98,1466,0.0089,0.022,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,False,False
6,101.48204579,0,0.0,35,2039,0.0,0.012,15.6,0.0,Nov,2,2,3,4,New_Visitor,True,True
1,13.61238828,0,0.0,12,105,0.0,0.044,0.0,0.0,Sep,2,10,9,3,Returning_Visitor,False,False
3,109.41600295,0,0.0,35,929,0.0,0.026,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
22,208.74727742,1,170.20674071,204,12940,0.0058,0.019,49.5,0.0,Oct,3,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,117,0.0,0.025,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,True,False
7,67.15954852,4,18.81223458,71,4420,0.0,0.006,0.0,0.0,Aug,2,2,7,2,New_Visitor,False,False
0,0.0,0,0.0,3,29,0.0,0.067,0.0,0.0,Dec,2,2,1,8,Returning_Visitor,False,False
21,303.51743941,0,0.0,85,2408,0.0,0.022,0.0,0.0,Oct,1,1,1,1,Returning_Visitor,False,False
1,58.75769894,0,0.0,2,30,0.1141,0.048,0.0,0.0,Oct,1,1,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,2,0,0.1503,0.17,0.0,0.6,May,3,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,25,503,0.0111,0.026,8.9,0.0,May,2,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,True,False
0,0.0,0,0.0,10,1043,0.0201,0.067,0.0,0.8,May,2,7,6,3,Returning_Visitor,False,False
23,366.43966693,0,0.0,124,2950,0.0125,0.024,0.0,0.0,June,2,2,2,1,Returning_Visitor,False,False
6,108.9671598,0,0.0,30,367,0.0,0.008,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
2,31.51556941,0,0.0,7,431,0.0,0.033,0.0,0.0,May,3,3,1,5,New_Visitor,False,False
7,177.68441816,0,0.0,48,553,0.0085,0.016,25.2,0.4,May,4,8,1,3,Returning_Visitor,False,False
2,81.90532749,0,0.0,19,1050,0.0406,0.04,13.7,0.0,May,1,1,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.8,Feb,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,5,392,0.0342,0.058,0.0,0.0,Dec,3,2,7,1,Returning_Visitor,False,False
2,73.38082905,0,0.0,11,469,0.0,0.028,0.0,0.0,Aug,1,1,1,7,Returning_Visitor,False,False
6,254.68300168,2,9.99340614,14,379,0.0256,0.057,0.0,0.0,Jul,2,2,1,6,Returning_Visitor,False,False
6,112.77674994,0,0.0,4,155,0.0688,0.079,0.0,0.0,Oct,3,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,10,211,0.0,0.03,0.0,0.8,May,2,2,3,4,Returning_Visitor,False,False
0,0.0,0,0.0,17,509,0.0288,0.045,0.0,0.2,May,2,2,3,13,Returning_Visitor,False,False
24,270.50505667,2,203.68487871,25,836,0.0044,0.017,22.9,0.0,May,2,2,1,20,New_Visitor,False,False
0,0.0,0,0.0,13,278,0.0,0.013,0.0,0.0,Mar,3,6,7,10,New_Visitor,False,False
0,0.0,0,0.0,38,3291,0.0056,0.022,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,False,False
10,307.90603749,3,769.57017575,138,3225,0.0078,0.026,8.9,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
1,28.20575081,0,0.0,43,1623,0.0069,0.02,0.0,0.0,Jul,1,1,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,15,570,0.0,0.011,0.0,0.0,Nov,2,2,6,1,Returning_Visitor,False,False
1,24.84727387,0,0.0,15,388,0.0,0.029,0.0,0.0,Oct,2,2,3,4,Returning_Visitor,False,False
0,0.0,0,0.0,2,0,0.2,0.2,0.0,0.0,Dec,3,3,2,1,Returning_Visitor,True,False
0,0.0,0,0.0,13,863,0.0,0.003,184.7,0.0,Nov,1,1,3,2,Returning_Visitor,False,True
1,64.6426655,0,0.0,64,1906,0.0085,0.031,6.2,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
2,53.46628767,1,28.99450519,23,1416,0.0,0.016,0.0,0.0,May,2,5,2,6,Returning_Visitor,False,False
0,0.0,0,0.0,31,521,0.01,0.027,0.0,0.0,Dec,3,2,2,6,Returning_Visitor,False,False
3,146.410509,0,0.0,38,980,0.0,0.014,0.0,0.0,Jul,2,2,4,6,Returning_Visitor,False,False
0,0.0,0,0.0,18,343,0.0,0.03,0.0,0.0,Mar,2,2,5,6,Returning_Visitor,False,False
0,0.0,0,0.0,23,317,0.0143,0.055,0.0,0.0,May,2,2,8,4,Returning_Visitor,False,False
0,0.0,0,0.0,7,4246,0.0565,0.067,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,20,515,0.0043,0.021,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
2,133.51992544,0,0.0,33,1200,0.0736,0.047,0.0,0.8,May,3,2,3,13,Returning_Visitor,False,False
1,5.04784574,2,28.13301073,27,2067,0.0085,0.031,50.0,0.0,Nov,2,4,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,2,17,0.0,0.05,0.0,0.0,May,2,2,3,2,Returning_Visitor,True,False
3,45.39463825,0,0.0,20,620,0.0299,0.048,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,34,1037,0.0,0.0,35.8,0.0,Dec,2,4,1,2,New_Visitor,False,True
0,0.0,0,0.0,14,816,0.0557,0.079,0.0,0.0,Mar,1,1,8,1,Returning_Visitor,True,False
0,0.0,1,39.91190287,7,71,0.0258,0.078,0.0,0.0,Sep,1,1,7,3,Returning_Visitor,False,False
7,196.20686626,1,36.17562263,136,4695,0.0107,0.024,14.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,2,0,0.2,0.2,0.0,0.0,Nov,2,4,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,49,1916,0.004,0.024,4.6,0.0,Nov,1,1,3,2,Returning_Visitor,True,False
0,0.0,2,60.41248782,43,2897,0.0,0.016,0.0,0.0,Oct,3,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,5,48,0.1611,0.189,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
4,173.19805676,0,0.0,9,88,0.0167,0.053,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,False
15,183.24228491,1,1879.79511937,474,7629,0.0153,0.028,0.2,0.0,May,2,2,6,1,Returning_Visitor,True,True
3,99.63096479,0,0.0,11,270,0.0,0.002,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,False,False
0,0.0,6,274.05651581,48,1237,0.0047,0.012,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,True,True
22,137.91749686,0,0.0,8,37,0.0,0.067,0.0,0.0,Jul,2,5,2,2,Returning_Visitor,False,False
1,20.96976887,0,0.0,29,303,0.0,0.011,0.0,0.0,Nov,1,1,1,2,New_Visitor,False,False
0,0.0,0,0.0,4,91,0.0,0.05,0.0,0.0,Nov,3,3,1,11,New_Visitor,True,False
0,0.0,0,0.0,14,254,0.0134,0.046,0.0,0.0,May,1,1,3,1,Returning_Visitor,False,False
2,70.82723391,0,0.0,9,195,0.0,0.004,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
4,29.37218033,1,16.01125172,65,1309,0.0,0.001,0.0,0.0,Nov,2,4,1,8,New_Visitor,False,False
2,37.54538705,0,0.0,12,733,0.0273,0.035,0.0,0.0,May,3,2,8,3,Returning_Visitor,False,False
0,0.0,0,0.0,9,113,0.0251,0.084,0.0,0.6,May,1,1,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,10,684,0.0,0.055,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
1,0.0,0,0.0,38,2827,0.0072,0.019,0.0,0.0,Nov,1,1,2,1,Returning_Visitor,True,False
1,41.51848371,1,68.04400838,47,2364,0.0273,0.068,0.0,0.4,May,2,2,1,13,Returning_Visitor,False,False
3,78.55724267,0,0.0,2,25,0.0,0.0,0.0,0.0,Dec,2,2,2,8,New_Visitor,True,False
2,19.41518184,0,0.0,18,984,0.0,0.035,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,False
2,32.99950025,0,0.0,45,529,0.0,0.011,0.0,0.0,Nov,2,10,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,4,131,0.1274,0.117,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False
3,34.16929341,3,165.59034627,89,2683,0.0072,0.042,7.8,0.0,May,2,5,6,6,Returning_Visitor,False,False
1,0.0,1,24.7600876,11,514,0.0,0.018,0.0,0.0,May,2,2,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,11,662,0.0351,0.078,0.0,0.6,May,2,2,2,6,Returning_Visitor,False,False
0,0.0,0,0.0,18,750,0.0612,0.055,0.0,0.0,Mar,3,2,5,1,Returning_Visitor,False,False
0,0.0,0,0.0,8,2248,0.0115,0.01,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
6,136.16946585,2,121.56578971,41,1224,0.0112,0.024,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,True,False
0,0.0,0,0.0,26,1004,0.0,0.031,0.0,0.0,Nov,1,1,2,2,Returning_Visitor,True,False
20,673.08195916,2,61.06776944,85,3263,0.0011,0.011,1.8,0.0,May,2,2,3,6,Returning_Visitor,False,False
0,0.0,0,0.0,14,269,0.0,0.04,0.0,0.0,May,3,2,3,4,Returning_Visitor,True,False
0,0.0,0,0.0,8,247,0.0,0.015,0.0,0.0,Nov,4,1,3,3,New_Visitor,True,False
3,127.96570575,0,0.0,102,5546,0.0016,0.037,5.1,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
0,0.0,0,0.0,12,110,0.0096,0.057,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,True,False
1,56.3440755,0,0.0,20,885,0.0101,0.02,18.5,0.6,May,3,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,32,558,0.0134,0.038,0.0,0.0,Oct,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,0,0,0.2,0.2,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
8,95.46261876,3,257.38105107,81,6080,0.0005,0.026,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,False,False
1,7.06207956,0,0.0,57,1168,0.0221,0.072,3.3,0.0,Aug,1,8,3,1,Returning_Visitor,False,True
0,0.0,0,0.0,34,1576,0.0,0.047,0.0,0.8,May,4,1,1,1,Returning_Visitor,False,False
5,35.62312481,3,376.95027043,12,773,0.0301,0.077,0.0,0.0,May,1,2,6,15,Returning_Visitor,False,False
4,35.62271872,2,219.9191587,38,1519,0.0213,0.038,10.7,0.0,Dec,2,2,2,2,Returning_Visitor,False,False
4,156.93344529,0,0.0,41,1327,0.0,0.017,113.1,0.0,May,2,2,3,4,Returning_Visitor,False,True
4,131.90212464,0,0.0,30,1304,0.0,0.001,0.0,0.0,May,1,1,3,4,Returning_Visitor,False,False
0,0.0,0,0.0,26,215,0.0391,0.043,0.0,0.0,Jul,3,2,3,1,Returning_Visitor,True,False
1,245.16257347,2,1075.21017663,417,10357,0.0006,0.02,1.7,0.0,Aug,2,2,2,13,Returning_Visitor,False,False
0,0.0,0,0.0,1,0,0.2,0.2,0.0,0.0,Feb,1,1,3,1,Returning_Visitor,False,False
1,0.0,0,0.0,83,2203,0.016,0.034,0.0,0.0,Jul,3,2,5,1,Returning_Visitor,False,True
3,33.62432613,0,0.0,28,1471,0.0,0.013,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
4,271.96278128,2,10.88364014,18,625,0.0,0.014,6.1,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,50,0.0,0.033,2.7,0.0,Sep,4,1,8,4,New_Visitor,False,True
5,74.47957148,0,0.0,21,462,0.0,0.02,0.0,0.0,Oct,3,2,8,4,Returning_Visitor,False,False
